,edge_sx,edge_dx,n_lambdas,n_nonzeros,mean_lambda,var_lambda,mean_count,var_count,F
36,-6.79665484246024,-6.78538828230735,3192475.999999999,28477,0.0011235862636741639,1.9415951131197066e-11,0.010509710957889742,0.014104844696699646,1.3420773162838557
37,-6.830269775350072,-6.798901388392803,4003607.999999998,12102,0.0010925811936586358,1.8597153273634275e-10,0.0036042489674313785,0.0049765088608575,1.3807338837728933
38,-6.862021911658035,-6.832641495248556,2842979.999999999,10158,0.0010716672674364394,6.253804560579932e-11,0.0042103708080957316,0.005719210779332637,1.3583627137537746
39,-6.871990107389866,-6.86306218238753,3658199.999999999,11367,0.001040994170226938,1.1009712027772574e-11,0.0036531627576403703,0.004935536365673528,1.3510310605081688
40,-6.906483108869081,-6.873226590634818,3108167.999999999,28053,0.0010128465181877492,1.5285320718360798e-10,0.010792209430120898,0.014889152107246466,1.3796203688225188
41,-6.940927915907711,-6.911000125050292,2932439.999999999,40720,0.0009852139681403463,1.1306196848778925e-10,0.016477404482274152,0.022337312372229617,1.3556329386219408
42,-6.971768590083391,-6.941469006629852,2480939.999999999,41857,0.000951957957421373,1.1173538428530839e-10,0.020037566406281498,0.02708243347231733,1.3515829622948614
43,-7.066002377681233,-6.976908284970227,2077109.9999999995,43530,0.0008962651987192031,7.865698176975929e-10,0.024718960478742103,0.03290284563320165,1.3310772058933358
44,-7.138550005956155,-7.092389637260485,2292065.999999999,46048,0.0008115820725513148,2.1446564159841735e-10,0.02387016778748955,0.03218843409396191,1.3484795819644952
45,-7.22426148303439,-7.169714280058525,2288789.999999999,29730,0.0007544059947453008,2.167484748005006e-10,0.015421248782107582,0.02091746800841788,1.356405573064795
46,-inf,-7.23562243997846,948927.0,52966,0.0005218597492424161,5.42905291330377e-08,0.06626958659622921,0.08667014116670316,1.307841067490613
47,-inf,-inf,3203095.0,12,0.0,0.0,4.3707726433340254e-06,5.619545723490247e-06,1.2857099149416422
